1355	4508	6238	-2838	3784	7589	-7722	319	-12385	1
-7681	-3043	5782	6656	7613	6701	-10230	8685	-8899	-1
-3022	-63	4348	2143	4460	5142	-6746	3946	-7488	-1
-6475	-3376	3392	5950	5370	3857	-6677	6943	-4651	-1
28720	21277	-3526	-29032	-15683	-3190	14499	-27857	-1514	1
-1477	846	3727	681	3311	4449	-5400	2337	-6739	-1
-6074	406	9713	4085	9652	11511	-14837	8179	-16921	1
6096	7575	4842	-7443	621	6079	-4261	-4487	-11070	1
21632	17082	-726	-22309	-10449	-70	8387	-20489	-4851	1
-17870	-9177	9617	16363	15002	10955	-18765	19226	-13331	-1
-6175	-2074	5330	5195	6602	6210	-9118	7156	-8464	-1
-3551	-857	3678	2847	4230	4313	-6049	4271	-6047	-1
-19414	-10288	9867	17910	15888	11200	-19624	20739	-13365	-1
3561	3253	687	-3857	-1150	963	322	-3167	-2349	-1
-23721	-12364	12434	21797	19680	14141	-24474	25437	-17057	-1
21668	16916	-1083	-22265	-10718	-501	8869	-20615	-4174	1
25199	18971	-2540	-25599	-13369	-2130	11995	-24300	-2393	1
-6423	-2758	4446	5655	6091	5133	-8044	7163	-6694	-1
-13330	-6163	8420	11920	12071	9679	-15634	14659	-12341	-1
-15101	-7753	8131	13827	12681	9263	-15864	16249	-11274	-1
24274	18374	-2266	-24701	-12750	-1833	11317	-23362	-2653	1
-1804	659	3869	988	3562	4609	-5699	2680	-6919	-1
-9821	-1863	11100	7661	12353	13047	-17946	12050	-18506	1
-4375	1230	8709	2550	8163	10362	-12937	6328	-15483	1
29679	21741	-4094	-29898	-16524	-3840	15574	-28901	-699	1
-27737	-15257	13078	25822	21980	14770	-26700	29371	-17136	-1
-16781	-8520	9210	15325	14214	10504	-17857	18100	-12862	-1
13362	9264	-2802	-13241	-8117	-2888	8271	-13257	1529	-1
-3004	2150	8364	1204	7289	9996	-12012	4953	-15215	1
-10279	-4823	6365	9221	9218	7308	-11887	11271	-9269	-1
-18448	-9694	9527	16984	15205	10825	-18847	19746	-12991	-1
4467	6246	4819	-5746	1353	5990	-4790	-2964	-10555	1
-6796	28	10086	4750	10247	11935	-15575	8952	-17430	1
2405	5218	5985	-3870	3124	7323	-7030	-730	-12203	1
13082	11856	2349	-14131	-4349	3327	1412	-11680	-8295	1
-15230	-7222	9293	13695	13561	10662	-17433	16666	-13469	-1
-11897	-5856	6866	10788	10316	7854	-13102	12919	-9766	-1
-4778	-1234	4802	3864	5587	5625	-7946	5710	-7853	-1
-1778	818	4122	903	3729	4915	-6022	2720	-7411	-1
-9789	-1893	10997	7651	12266	12924	-17800	11994	-18317	1
-2562	-246	3334	1898	3532	3933	-5257	3255	-5670	-1
15721	13404	1281	-16628	-6316	2134	3722	-14429	-7003	1
-21167	-11121	10935	19487	17448	12425	-21628	22657	-14912	-1
3443	6024	5925	-4935	2605	7289	-6595	-1720	-12387	1
-20735	-11395	9794	19299	16443	11063	-19983	21960	-12844	-1
-23030	-13203	9880	21664	17558	11081	-20884	24136	-12346	-1
-2768	2051	7835	1080	6807	9365	-11236	4596	-14266	1
33419	23882	-5704	-33415	-19380	-5647	18973	-32823	1317	1
-16870	-8489	9398	15374	14388	10728	-18135	18232	-13199	-1
-9367	-4310	5956	8368	8510	6848	-11038	10312	-8747	-1
6781	5321	-288	-6979	-3318	-96	2709	-6438	-1404	-1
23996	18211	-2153	-24438	-12543	-1707	11073	-23072	-2790	1
-20378	-10514	10877	18680	17044	12385	-21282	21901	-15029	-1
-10058	-4571	6499	8961	9211	7479	-11988	11098	-9592	-1
-16357	-8333	8926	14950	13819	10176	-17338	17630	-12438	-1
-5575	446	9049	3719	8954	10727	-13794	7541	-15788	1
3540	6119	5956	-5042	2582	7329	-6601	-1803	-12473	1
-6414	302	10023	4367	10028	11874	-15362	8577	-17420	1
-3732	1718	8650	1895	7825	10314	-12637	5709	-15554	1
11559	10633	2364	-12551	-3639	3288	869	-10246	-7883	1
-19315	-10780	8822	18046	15104	9941	-18218	20379	-11385	-1
-4540	-489	5811	3386	6191	6853	-9188	5744	-9862	-1
32366	23423	-4988	-32485	-18390	-4820	17671	-31652	244	1
14182	12639	2155	-15229	-4992	3133	2045	-12762	-8239	1
5612	7317	5086	-6996	1016	6356	-4748	-3970	-11400	1
-11546	-2885	11778	9298	13625	13803	-19429	13842	-19312	1
14654	12619	1422	-15551	-5727	2265	3170	-13392	-6965	1
-10736	-4492	7644	9403	10332	8837	-13724	12027	-11598	-1
-7500	-3002	5589	6512	7393	6474	-9914	8465	-8580	-1
-7961	-847	10208	5932	10868	12039	-16135	10076	-17328	1
4054	3839	1030	-4448	-1135	1396	42	-3542	-3150	-1
16029	13651	1278	-16947	-6460	2142	3832	-14720	-7085	1
-26631	-14257	13271	24628	21608	15045	-26573	28382	-17827	-1
12558	11564	2590	-13641	-3938	3598	916	-11126	-8606	1
3331	3575	1615	-3831	-389	2076	-975	-2715	-4067	-1
6822	8104	4735	-8173	212	5977	-3871	-5196	-11075	1
20034	15827	-658	-20664	-9667	-48	7749	-18972	-4519	1
-12137	-3213	12051	9849	14089	14111	-19991	14466	-19667	1
-12019	-5708	7318	10811	10691	8395	-13737	13148	-10599	-1
7048	7990	4194	-8284	-274	5332	-3083	-5546	-10100	1
-4120	1464	8761	2273	8082	10434	-12917	6102	-15656	1
3415	5884	5711	-4856	2466	7029	-6323	-1748	-11967	1
11591	10939	2876	-12701	-3292	3908	208	-10145	-8877	1
-5541	-1886	4735	4672	5890	5515	-8120	6409	-7504	-1
8697	6739	-526	-8915	-4366	-311	3680	-8297	-1500	-1
-40616	-24002	16113	38507	30039	17957	-35111	42233	-19253	-1
1708	2435	1929	-2216	578	2395	-1945	-1111	-4202	-1
3870	6118	5467	-5273	2085	6751	-5846	-2237	-11629	1
-6616	-484	8886	4838	9317	10492	-13938	8476	-15175	1
-14179	-7612	7027	13122	11477	7963	-14097	15101	-9416	-1
12478	11445	2491	-13535	-3972	3476	1019	-11077	-8393	1
3301	5916	5939	-4790	2680	7300	-6661	-1583	-12371	1
-22561	-12497	10477	21040	17765	11820	-21507	23849	-13631	-1
-15428	-5387	12938	13065	16227	15060	-22286	17781	-20422	1
7683	8653	4469	-9006	-371	5688	-3226	-6071	-10812	1
-15322	-7497	8925	13875	13343	10214	-16982	16659	-12736	-1
-6137	-1589	6159	4965	7170	7214	-10194	7332	-10070	-1
5779	7598	5352	-7230	1127	6683	-5039	-4059	-11959	1
29714	21654	-4305	-29886	-16689	-4094	15863	-28988	-304	1
15541	13138	1060	-16390	-6389	1861	3949	-14317	-6527	1
-11564	-5526	6978	10416	10241	8001	-13134	12634	-10077	-1
16667	14058	1079	-17564	-6893	1926	4311	-15369	-6888	1
3062	3137	1211	-3459	-551	1578	-538	-2565	-3213	-1
-683	3303	7046	-904	5292	8489	-9484	2439	-13350	1
14659	12816	1775	-15637	-5479	2692	2707	-13306	-7647	1
14742	12685	1413	-15640	-5773	2257	3212	-13476	-6973	1
25092	19001	-2329	-25537	-13171	-1879	11681	-24146	-2768	1
-314	3812	7430	-1377	5394	8968	-9862	2190	-14196	1
-17317	-6431	13819	14826	17717	16054	-24091	19779	-21569	1
22661	17398	-1669	-23162	-11587	-1171	9978	-21696	-3336	1
22922	17931	-1079	-23569	-11291	-449	9294	-21790	-4545	1
-21001	-10452	11911	19090	18061	13611	-22853	22750	-16838	-1
-26349	-14221	12920	24416	21230	14631	-26016	28027	-17233	-1
-11507	-5484	6970	10359	10210	7994	-13104	12579	-10079	-1
3740	6145	5708	-5193	2315	7038	-6208	-2054	-12056	1
-1058	3643	8220	-784	6293	9894	-11154	3090	-15499	1
5188	6995	5122	-6564	1236	6383	-4940	-3563	-11346	1
-29726	-16345	14025	27671	23563	15840	-28627	31479	-18383	-1
-14385	-7456	7617	13201	11989	8669	-14943	15445	-10492	-1
24630	18801	-2012	-25129	-12734	-1512	11105	-23631	-3244	1
-5911	-1541	5914	4787	6893	6926	-9794	7057	-9663	-1
7114	8180	4445	-8409	-127	5637	-3390	-5543	-10601	1
3992	6440	5875	-5493	2317	7249	-6340	-2248	-12449	1
-14246	-7496	7338	13120	11728	8337	-14529	15243	-9996	-1
3391	3232	899	-3730	-922	1213	-15	-2954	-2708	-1
9770	9775	3438	-10938	-2059	4519	-1155	-8293	-9431	1
22165	17397	-937	-22814	-10843	-306	8848	-21043	-4598	1
-12920	-6086	7958	11600	11557	9135	-14887	14157	-11570	-1
-27101	-14630	13284	25113	21833	15043	-26752	28826	-17716	-1
-970	533	2407	456	2146	2873	-3493	1525	-4349	-1
16503	13836	916	-17356	-6933	1723	4469	-15256	-6527	1
-8092	-3396	5744	7092	7775	6639	-10321	9061	-8707	-1
-10983	-5109	6882	9834	9907	7907	-12809	12064	-10061	-1
-10157	-2397	10620	8120	12168	12455	-17431	12243	-17486	1
8920	9347	3910	-10164	-1335	5058	-2067	-7375	-10094	1
2024	5084	6304	-3547	3524	7693	-7579	-291	-12705	1
31423	22735	-4853	-31536	-17862	-4693	17170	-30733	257	1
-18701	-10165	9039	17359	14976	10226	-18293	19859	-11979	-1
15304	13129	1394	-16220	-6044	2256	3430	-14009	-7100	1
-8454	-3247	6551	7283	8512	7602	-11505	9606	-10155	-1
-9233	-3940	6435	8119	8787	7432	-11620	10308	-9706	-1
976	1858	1954	-1462	932	2398	-2229	-418	-4039	-1
2402	3533	2909	-3162	952	3605	-2993	-1513	-6287	-1
17661	14478	379	-18437	-7844	1117	5573	-16481	-5828	1
18385	14802	-98	-19080	-8514	568	6447	-17282	-5122	1
16109	13640	1139	-16998	-6594	1977	4041	-14830	-6842	1
-32050	-17582	15196	29817	25457	17169	-30963	33959	-19963	-1
879	4319	6597	-2424	4257	8005	-8358	858	-12938	1
10925	10822	3645	-12186	-2443	4812	-1030	-9324	-10163	1
12479	11411	2426	-13521	-4018	3397	1104	-11094	-8268	1
